date,Bond/Credit Smooth Score Best,Bond/Credit Core Only,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,100% D Buy & Hold,SPY Buy & Hold
2017-07-21,1.016079264788953,1.015769107030044,1.01365946489323,1.00978600679526,1.0154796595560152,1.0263849134183496,1.0045789464163652,1.0140087092238061
2017-07-24,1.0160155437624416,1.015659261682908,1.0129174743130918,1.008832020494581,1.015600105781611,1.0290075082909205,1.0022503762238892,1.0138443841917157
2017-07-25,1.0182901537355653,1.0179932919942587,1.0160868150377427,1.012263708136925,1.0176188475288512,1.0277534873380307,1.0074562011540362,1.0162270971994602
2017-07-26,1.0188195475948945,1.0184847194598652,1.0161464218203642,1.0121384465677565,1.0183237702848509,1.0303549886542742,1.006301843167988,1.0164325034919306
2017-07-27,1.0177875790707205,1.0175315659147497,1.0159794648327567,1.012465080722206,1.0168956799095206,1.0248223481240746,1.0088828650334618,1.015528715801289
2017-07-28,1.0158563404644212,1.0155854171767986,1.0138743120011238,1.01026991487816,1.0150466496732735,1.0237471972894996,1.0062723726744205,1.014255196776657
2017-07-31,1.0153770080716693,1.015159989628924,1.013797817054064,1.0105386715755538,1.0143361463185039,1.0197045320134395,1.0088373085584958,1.0138443841917162
2017-08-01,1.0176663092433347,1.0174307517181265,1.0159422921095493,1.0125609801485442,1.016704250289631,1.0231757887403112,1.0101135781968407,1.0159395283862303
2017-08-02,1.0176481040011571,1.0174034983106603,1.0157926075402546,1.0122992660304875,1.016805813330718,1.0248741230938156,1.0086387346979946,1.0164325034919308
2017-08-03,1.0161876545612607,1.0159471753656306,1.0144733908505665,1.010883336542286,1.015232190938571,1.021665937020134,1.0086741329550863,1.0145427655898873
2017-08-04,1.017478109359541,1.0172339203034195,1.015696013882925,1.0121100758825432,1.0165755476999445,1.0237462909036907,1.0092895917207847,1.0163092597155055
2017-08-07,1.0206195795202857,1.0203999347836397,1.0187459911426728,1.015293770379105,1.0198668339107773,1.028850122557346,1.0107932272528264,1.018157916357169
2017-08-08,1.0187124938122307,1.0184906613861753,1.0168538847477095,1.0133062074038224,1.0179332318445375,1.0264635169064256,1.009305148458594,1.0158162846098049
2017-08-09,1.0178684302641894,1.0176584588832982,1.0159676374000213,1.0125151928271234,1.017145403405396,1.0262257831324202,1.0079766067891183,1.015487634540909
