date,Joint Local Best,Old Best + Bond/Credit Incremental,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2017-07-28,1.0109305020329833,1.0138743120011238,1.0102699148781598,1.0150466496732735,1.0237471972894996,1.014255196776657
2017-07-31,1.0115519108128859,1.013797817054064,1.0105386715755535,1.0143361463185039,1.0197045320134395,1.0138443841917162
2017-08-01,1.013462343484316,1.0159422921095493,1.012560980148544,1.016704250289631,1.0231757887403112,1.0159395283862303
2017-08-02,1.012991785133685,1.0157926075402546,1.0122992660304873,1.016805813330718,1.0248741230938156,1.0164325034919308
2017-08-03,1.0118606416542217,1.0144733908505665,1.0108833365422858,1.015232190938571,1.021665937020134,1.0145427655898873
2017-08-04,1.0129705609741753,1.015696013882925,1.012110075882543,1.0165755476999445,1.0237462909036907,1.0163092597155055
2017-08-07,1.0158386461406637,1.0187459911426728,1.0152937703791047,1.0198668339107773,1.028850122557346,1.018157916357169
2017-08-08,1.0139520207092625,1.0168538847477095,1.0133062074038222,1.0179332318445375,1.0264635169064256,1.0158162846098049
2017-08-09,1.0130549044566584,1.0159676374000213,1.0125151928271234,1.017145403405396,1.0262257831324202,1.015487634540909
2017-08-10,0.9979071745051602,1.0008069531506119,0.9965270073125396,1.0015803439749709,1.006752804563688,1.001396762796343
2017-08-11,1.000586058762585,1.0034809859110483,0.9998932461923492,1.0044830254035293,1.0128777589597724,1.0028756881087308
2017-08-14,1.0119061014255308,1.0148261257601636,1.0116638588914832,1.0158944588902756,1.0266105073197795,1.012817352724649
2017-08-15,1.0117362179824136,1.0146521035294354,1.0117257263467228,1.0157199168020143,1.0275750202911906,1.0126941089482238
2017-08-16,1.0138403280676924,1.016756577745569,1.0139905190736977,1.0178448574794496,1.0303766932590412,1.0144606030738421
2017-08-17,0.9971306165783027,1.0000136917255005,0.9967003902229413,1.0010451722302651,1.011296982426332,0.9986443184593233
2017-08-18,0.9946965186474734,0.997562673721059,0.9946449262422985,0.9986199352666361,1.010170629657481,0.9970832306308903
2017-08-21,0.9952686335589807,0.9981162895358852,0.9950622583629699,0.9992574441577492,1.0102591691438125,0.9978637745451067
