date,Joint WF Expanding,Joint WF Rolling,Old+Credit WF Expanding,Old+Credit WF Rolling,Existing Smooth Score Best Local,50/50 G-D Buy & Hold,100% G Buy & Hold,SPY Buy & Hold
2018-09-19,1.0735429154907918,1.0735429154907918,1.0734609871438527,1.0734609871438527,1.0748101757562833,1.0721210584481053,1.076800288622821,1.0750489128447043
2018-09-20,1.0832638819283966,1.0832638819283966,1.0827535100288592,1.0827535100288592,1.0845782582689716,1.0818847807576242,1.0878032379920484,1.08376093617406
2018-09-21,1.0826564932990401,1.0826564932990401,1.0831634771488945,1.0831634771488945,1.0838471320024146,1.081152833077054,1.0841598203366818,1.0827693899752222
2018-09-24,1.0801447720325217,1.0801447720325217,1.0789862374351014,1.0789862374351014,1.081268786203814,1.0789098685682734,1.086803669953535,1.079172395868079
2018-09-25,1.0775056116637394,1.0775056116637394,1.0752473760283625,1.0752473760283625,1.0784658329242038,1.0764788765189701,1.0876394001416358,1.0781711707090798
2018-09-26,1.0746285812986842,1.0746285812986842,1.0722214271780333,1.0722214271780333,1.0755207959097752,1.0736461461888929,1.0852275756692342,1.0749450007379802
2018-09-27,1.0779662597949928,1.0779662597949928,1.0749390822973168,1.0749390822973168,1.0785353917253682,1.0772305979160226,1.0919349527920155,1.077948676227454
2018-09-28,1.079348924813725,1.079348924813725,1.0762029698071403,1.0762029698071403,1.079833531540646,1.0786619665336339,1.0938857975865497,1.0780599234682668
2018-10-01,1.0825465711439448,1.0825465711439448,1.0793964769143742,1.0793964769143742,1.0830222432908694,1.0818580503958337,1.0970402673678896,1.0818052472256685
2018-10-02,1.0827708812299068,1.0827708812299068,1.08005554824364,1.08005554824364,1.0835420642319793,1.0818949780194873,1.0951132547712896,1.081174846194395
2018-10-03,1.0843121432509157,1.0843121432509157,1.0814973877950838,1.0814973877950838,1.084996642776189,1.0834793583769229,1.0970726202734982,1.0817681648120643
2018-10-04,1.0734317247674179,1.0734317247674179,1.0722276778412816,1.0722276778412816,1.0754168151005705,1.0718976350478893,1.0789126949688694,1.0733133745477073
2018-10-05,1.0654283643419933,1.0654283643419933,1.065080453433449,1.065080453433449,1.068133179202279,1.063520535473151,1.0671984022925107,1.0673060235687595
2018-10-08,1.0637143473571853,1.0637143473571853,1.0650767639818381,1.0650767639818381,1.0679664374570064,1.0610109642667283,1.0584602563532202,1.0673060235687595
2018-10-09,1.062568324801141,1.062568324801141,1.0630726102638721,1.0630726102638721,1.0659965049262017,1.0602793647663369,1.0606379888773252,1.0657485622056955
2018-10-10,1.0279212458799936,1.0279212458799936,1.0314116960702822,1.0314116960702822,1.0341425318051864,1.0242470555847334,1.0145591474772444,1.0320035659754758
2018-10-11,1.0076785682433562,1.0076785682433562,1.009689817069302,1.009689817069302,1.0124003936163684,1.0047881331827022,0.9996659472813116,1.0092720465399945
